ID,:LABEL,name,family,synonyms,taxid
PARP16,Gene,poly(ADP-ribose) polymerase family member 16,"""Poly(ADP-ribose) polymerases|Small nucleolar RNA protein coding host genes""","54956,ENSG00000138617,OTTHUMG00000133138,uc002aoq.4,AK000516",9606
PRM2,Gene,protamine 2,,"5620,ENSG00000122304,OTTHUMG00000172317,uc002dau.2,",9606
TRGJP1,Gene,T cell receptor gamma joining P1,T cell receptor gamma locus at 7p14,"6971,ENSG00000211692,OTTHUMG00000155226,uc064cxt.1,X08084",9606
GPATCH8,Gene,G-patch domain containing 8,G-patch domain containing,"23131,ENSG00000186566,OTTHUMG00000181818,uc002igw.3,AB011125",9606
TRC-GCA12-1,Gene,tRNA-Cys (anticodon GCA) 12-1,Cytoplasmic transfer RNAs,"100189075,,,,HG983702",9606
H1-9P,Gene,"H1.9 linker histone, pseudogene",H1 histones,"373861,ENSG00000188662,OTTHUMG00000162025,,AY286318",9606
DCAF10,Gene,DDB1 and CUL4 associated factor 10,"""WD repeat domain containing|DDB1 and CUL4 associated factors""","79269,ENSG00000122741,OTTHUMG00000019934,uc004aao.5,BC003520",9606
BACE2,Gene,beta-secretase 2,,"25825,ENSG00000182240,OTTHUMG00000086742,uc002yyw.5,AF117892",9606
GPX1P2,Gene,glutathione peroxidase pseudogene 2,,"2884,ENSG00000215326,OTTHUMG00000078697,,",9606
CTBP1-DT,Gene,CTBP1 divergent transcript,Divergent transcripts,"92070,ENSG00000196810,OTTHUMG00000160166,,AK056133",9606
WASF5P,Gene,"WASP family member 5, pseudogene",Wiskott-Aldrich Syndrome protein family,"387122,ENSG00000231402,OTTHUMG00000031266,,",9606
CD1B,Gene,CD1b molecule,"""CD molecules|C1-set domain containing""","910,ENSG00000158485,OTTHUMG00000017513,uc001frx.4,M28826",9606
SPATA18,Gene,spermatogenesis associated 18,,"132671,ENSG00000163071,OTTHUMG00000128698,uc003gzl.4,BC025396",9606
UBE3AP2,Gene,ubiquitin protein ligase E3A pseudogene 2,,"7339,ENSG00000228941,OTTHUMG00000084863,,AF010599",9606
RSL24D1,Gene,ribosomal L24 domain containing 1,,"51187,ENSG00000137876,OTTHUMG00000131957,uc002acn.4,AF201949",9606
RPL5P15,Gene,ribosomal protein L5 pseudogene 15,,"100270836,ENSG00000240412,OTTHUMG00000157698,,",9606
GSC2,Gene,goosecoid homeobox 2,PRD class homeoboxes and pseudogenes,"2928,ENSG00000063515,OTTHUMG00000150122,uc011ags.3,",9606
RN7SL503P,Gene,"RNA, 7SL, cytoplasmic 503, pseudogene",,"106481060,ENSG00000240374,,uc057ers.1,",9606
ZDHHC20-IT1,Gene,ZDHHC20 intronic transcript 1,Intronic transcripts,"100874367,ENSG00000236953,OTTHUMG00000046192,uc058vvu.1,",9606
MARK3,Gene,microtubule affinity regulating kinase 3,,"4140,ENSG00000075413,OTTHUMG00000171789,uc001ymw.5,M80359",9606
SEPTIN14P23,Gene,septin 14 pseudogene 23,,"107126290,,,,",9606
MAFA,Gene,MAF bZIP transcription factor A,Basic leucine zipper proteins,"389692,ENSG00000182759,OTTHUMG00000165037,uc003yyc.3,AY083269",9606
LINC02883,Gene,long intergenic non-protein coding RNA 2883,Long intergenic non-protein coding RNAs,"101929679,ENSG00000259416,,,",9606
HSD3B7,Gene,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",Short chain dehydrogenase/reductase superfamily,"80270,ENSG00000099377,OTTHUMG00000132417,uc002eaf.3,AF277719",9606
RNU6ATAC22P,Gene,"RNA, U6atac small nuclear 22, pseudogene",,"106479553,ENSG00000252603,,uc062erz.1,",9606
SCGB1D4,Gene,secretoglobin family 1D member 4,Secretoglobins,"404552,ENSG00000197745,OTTHUMG00000167510,uc001ntd.2,AY236538",9606
RPL15P13,Gene,ribosomal protein L15 pseudogene 13,,"100131338,ENSG00000226428,OTTHUMG00000019093,,",9606
SNAP23,Gene,synaptosome associated protein 23,SNAREs,"8773,ENSG00000092531,OTTHUMG00000130625,uc001zpz.3,Y09567",9606
FGFR3P1,Gene,fibroblast growth factor receptor 3 pseudogene 1,,"100462812,ENSG00000230994,OTTHUMG00000031234,,",9606
INHCAP,Gene,inhibitor of carbonic anhydrase pseudogene,Transferrins,"100129696,ENSG00000242337,OTTHUMG00000159751,,M22375",9606
LINC02051,Gene,long intergenic non-protein coding RNA 2051,Long intergenic non-protein coding RNAs,"107986165,ENSG00000226859,OTTHUMG00000156619,,",9606
ATP6V1E1P1,Gene,ATPase H+ transporting V1 subunit E1 pseudogene 1,,"343515,ENSG00000225099,OTTHUMG00000007618,,",9606
ZNF385B,Gene,zinc finger protein 385B,MicroRNA protein coding host genes,"151126,ENSG00000144331,OTTHUMG00000154559,uc002unn.5,AK057999",9606
ITPRIPL1,Gene,ITPRIP like 1,,"150771,ENSG00000198885,OTTHUMG00000155230,uc002svx.4,",9606
CD52,Gene,CD52 molecule,CD molecules,"1043,ENSG00000169442,OTTHUMG00000003491,uc001bmc.4,",9606
GABARAP,Gene,GABA type A receptor-associated protein,Autophagy related,"11337,ENSG00000170296,OTTHUMG00000102156,uc002gfb.4,AF161586",9606
AQP6,Gene,aquaporin 6,Aquaporins,"363,ENSG00000086159,OTTHUMG00000133548,uc058nuf.1,AL137716",9606
EIF1AD,Gene,eukaryotic translation initiation factor 1A domain containing,,"84285,ENSG00000175376,OTTHUMG00000166671,uc001ogm.3,AK094129",9606
UNC5D,Gene,unc-5 netrin receptor D,"""I-set domain containing|Ig-like cell adhesion molecule family""","137970,ENSG00000156687,OTTHUMG00000157145,uc003xjr.3,AB055056",9606
GSTA12P,Gene,"glutathione S-transferase alpha 12, pseudogene",,"647169,ENSG00000217228,OTTHUMG00000014852,,",9606
GPRIN2,Gene,G protein regulated inducer of neurite outgrowth 2,,"9721,ENSG00000204175,OTTHUMG00000018107,uc057taj.1,BC011672",9606
PRKX,Gene,protein kinase X-linked,AGC family kinases,"5613,ENSG00000183943,OTTHUMG00000021087,uc010nde.4,",9606
FAM76A,Gene,family with sequence similarity 76 member A,,"199870,ENSG00000009780,OTTHUMG00000003729,uc001boq.4,AK098318",9606
LSINCT5,Gene,long stress-induced non-coding transcript 5,Long non-coding RNAs with non-systematic symbols,"101234261,ENSG00000281560,OTTHUMG00000189568,uc063cau.1,GU228577",9606
LINC01750,Gene,long intergenic non-protein coding RNA 1750,Long intergenic non-protein coding RNAs,"643355,ENSG00000231437,OTTHUMG00000011992,,",9606
ARHGEF10L,Gene,Rho guanine nucleotide exchange factor 10 like,Dbl family Rho GEFs,"55160,ENSG00000074964,OTTHUMG00000002514,uc001ban.4,AB046846",9606
LINC00519,Gene,long intergenic non-protein coding RNA 519,Long intergenic non-protein coding RNAs,"161342,ENSG00000258955,OTTHUMG00000171090,uc059blq.1,BG121773",9606
LINC00244,Gene,long intergenic non-protein coding RNA 244,Long intergenic non-protein coding RNAs,"64433,ENSG00000279418,OTTHUMG00000189434,uc011kvw.2,AF107456",9606
NDUFA6-DT,Gene,NDUFA6 divergent transcript,Divergent transcripts,"100132273,ENSG00000237037,OTTHUMG00000150917,uc003bcd.3,BC039542",9606
RPL12P50,Gene,ribosomal protein L12 pseudogene 50,,"107075212,ENSG00000270916,OTTHUMG00000185066,,",9606
RNU4-76P,Gene,"RNA, U4 small nuclear 76, pseudogene",,"106480549,ENSG00000201379,,uc063rar.1,",9606
HOXA9,Gene,homeobox A9,HOXL subclass homeoboxes,"3205,ENSG00000078399,OTTHUMG00000023220,uc003syt.4,",9606
HSPB6,Gene,heat shock protein family B (small) member 6,"""Small heat shock proteins|Protein phosphatase 1 regulatory subunits""","126393,ENSG00000004776,OTTHUMG00000048122,uc060xio.1,AJ278121",9606
EXOC5P1,Gene,exocyst complex component 5 pseudogene 1,,"644548,ENSG00000180673,OTTHUMG00000160716,,",9606
RNU6-751P,Gene,"RNA, U6 small nuclear 751, pseudogene",,"106479898,ENSG00000252191,,,",9606
SPATA31C2,Gene,SPATA31 subfamily C member 2,,"645961,ENSG00000177910,OTTHUMG00000020164,,",9606
TRF-GAA11-1,Gene,tRNA-Phe (anticodon GAA) 11-1,Cytoplasmic transfer RNA pseudogenes,"100189472,,,,HG983975",9606
RNU7-38P,Gene,"RNA, U7 small nuclear 38 pseudogene",,"100147825,ENSG00000238446,,uc057twx.1,",9606
SUN3,Gene,Sad1 and UNC84 domain containing 3,SUN family,"256979,ENSG00000164744,OTTHUMG00000155646,uc064dof.1,AF429967",9606
LTBR,Gene,lymphotoxin beta receptor,Tumor necrosis factor receptor superfamily,"4055,ENSG00000111321,OTTHUMG00000168356,uc001qny.3,L04270",9606
KIT,Gene,"KIT proto-oncogene, receptor tyrosine kinase","""Receptor tyrosine kinases|CD molecules|Immunoglobulin like domain containing""","3815,ENSG00000157404,OTTHUMG00000128713,uc010igr.4,S67773",9606
FKBP15,Gene,FKBP prolyl isomerase family member 15,"""Protein phosphatase 1 regulatory subunits|FKBP prolyl isomerases""","23307,ENSG00000119321,OTTHUMG00000020518,uc004bgs.3,AB014574",9606
ZNF471,Gene,zinc finger protein 471,Zinc fingers C2H2-type,"57573,ENSG00000196263,OTTHUMG00000181943,uc002qnh.4,AB037817",9606
ERAP2,Gene,endoplasmic reticulum aminopeptidase 2,"""Aminopeptidases|M1 metallopeptidases""","64167,ENSG00000164308,OTTHUMG00000128718,uc003kmq.4,AF191545",9606
NDFIP1P1,Gene,Nedd4 family interacting protein 1 pseudogene 1,,"100420792,ENSG00000255892,OTTHUMG00000169000,,",9606
NACC2,Gene,NACC family member 2,"""BEN domain containing|BTB domain containing""","138151,ENSG00000148411,OTTHUMG00000020921,uc004cgv.4,BC015649",9606
RPS10P27,Gene,ribosomal protein S10 pseudogene 27,,"100129556,ENSG00000267752,OTTHUMG00000158182,,",9606
FRG1CP,Gene,"FSHD region gene 1 family member C, pseudogene",,"100289097,ENSG00000282826,OTTHUMG00000191531,,",9606
SKP1P3,Gene,S-phase kinase associated protein 1 pseudogene 3,,"100101119,ENSG00000229707,OTTHUMG00000013209,,",9606
ATP5MC2P2,Gene,ATP synthase membrane subunit c locus 2 pseudogene 2,,"319119,ENSG00000258401,OTTHUMG00000170869,,",9606
AKR7A2P2,Gene,AKR7A2P pseudogene 1,,"159007,ENSG00000224341,,,",9606
AAMP,Gene,angio associated migratory cell protein,WD repeat domain containing,"14,ENSG00000127837,OTTHUMG00000155202,uc002vhk.4,AB209790",9606
OSBPL9P3,Gene,oxysterol binding protein like 9 pseudogene 3,,"100420591,ENSG00000255070,OTTHUMG00000167314,,",9606
LINC01752,Gene,long intergenic non-protein coding RNA 1752,Long intergenic non-protein coding RNAs,"101929395,ENSG00000224961,OTTHUMG00000031876,,",9606
URB1,Gene,URB1 ribosome biogenesis homolog,"""Armadillo like helical domain containing|Small nucleolar RNA protein coding host genes""","9875,ENSG00000142207,OTTHUMG00000064919,uc002ypn.3,AB011111",9606
MIR1910,Gene,microRNA 1910,MicroRNAs,"100302261,ENSG00000283416,,,",9606
SNORD55,Gene,"small nucleolar RNA, C/D box 55","Small nucleolar RNAs, C/D box","26811,ENSG00000264294,,uc057fwc.1,X96654",9606
MAN2B2,Gene,mannosidase alpha class 2B member 2,Mannosidases alpha class 2,"23324,ENSG00000013288,OTTHUMG00000160073,uc003gjf.2,BC033307",9606
SLC2A1,Gene,solute carrier family 2 member 1,Solute carriers,"6513,ENSG00000117394,OTTHUMG00000007657,uc001cik.3,K03195",9606
PEX7,Gene,peroxisomal biogenesis factor 7,"""WD repeat domain containing|Peroxins""","5191,ENSG00000112357,OTTHUMG00000015650,uc003qhd.4,AF180814",9606
RSF1,Gene,remodeling and spacing factor 1,PHD finger proteins,"51773,ENSG00000048649,OTTHUMG00000150433,uc001oyn.4,""AF380176|AF227948""",9606
GSK3A,Gene,glycogen synthase kinase 3 alpha,,"2931,ENSG00000105723,OTTHUMG00000150722,uc002otb.2,",9606
HSPD1P14,Gene,heat shock protein family D (Hsp60) member 1 pseudogene 14,,"100287140,ENSG00000227000,OTTHUMG00000057513,,",9606
PTMAP14,Gene,prothymosin alpha pseudogene 14,,"105373140,,,,",9606
RESP18,Gene,regulated endocrine specific protein 18,,"389075,ENSG00000182698,OTTHUMG00000150223,uc002vlc.4,AF437883",9606
CLSPN,Gene,claspin,,"63967,ENSG00000092853,OTTHUMG00000004168,uc001bzi.4,AF297866",9606
PEBP4,Gene,phosphatidylethanolamine binding protein 4,,"157310,ENSG00000134020,OTTHUMG00000163749,uc003xcn.2,BC020779",9606
RN7SKP192,Gene,RN7SK pseudogene 192,,"106480892,ENSG00000223223,,uc058brt.1,",9606
PRR21,Gene,proline rich 21,,"643905,,,uc010zod.3,AF453950",9606
DACT2,Gene,dishevelled binding antagonist of beta catenin 2,dishevelled binding antagonist of beta catenin family,"168002,ENSG00000164488,OTTHUMG00000016046,uc003qwq.5,AF318336",9606
LINC01447,Gene,long intergenic non-protein coding RNA 1447,Long intergenic non-protein coding RNAs,"101929086,ENSG00000236078,OTTHUMG00000155554,,",9606
ITGB5-AS1,Gene,ITGB5 antisense RNA 1,Antisense RNAs,"100873992,ENSG00000244286,OTTHUMG00000159559,uc062nfr.1,",9606
RPSAP38,Gene,ribosomal protein SA pseudogene 38,,"100130676,ENSG00000239694,OTTHUMG00000157678,,",9606
CEP104,Gene,centrosomal protein 104,"""Cilia and flagella associated|TOG domain containing""","9731,ENSG00000116198,OTTHUMG00000003507,uc001aky.3,AB011134",9606
MTCO2P24,Gene,MT-CO2 pseudogene 24,,"107075193,ENSG00000249990,OTTHUMG00000162716,,",9606
SIGLEC25P,Gene,"sialic acid binding Ig like lectin 25, pseudogene",Sialic acid binding Ig like lectins,"114198,,,,",9606
AMLCR2,Gene,acute myeloid leukemia chromosome region 2,,"9163,,,,",9606
PRSS48,Gene,serine protease 48,Serine proteases,"345062,ENSG00000189099,OTTHUMG00000161673,uc011cif.3,BN000134",9606
HSBP1L1,Gene,heat shock factor binding protein 1 like 1,,"440498,ENSG00000226742,OTTHUMG00000180375,uc002lno.5,",9606
RNU6-471P,Gene,"RNA, U6 small nuclear 471, pseudogene",,"106479774,ENSG00000206671,,,",9606
SNAR-E,Gene,small NF90 (ILF3) associated RNA E,Small NF90 (ILF3) associated RNAs,"100170220,,,,EU071072",9606
UBE2E4P,Gene,ubiquitin conjugating enzyme E2 E4 pseudogene,Ubiquitin conjugating enzymes E2,"286480,ENSG00000233247,,,AF136176",9606
RN7SL498P,Gene,"RNA, 7SL, cytoplasmic 498, pseudogene",,"106479405,ENSG00000263755,,uc061vgz.1,",9606
MTND2P20,Gene,MT-ND2 pseudogene 20,,"100873226,ENSG00000229701,OTTHUMG00000153817,,",9606
PTTG2,Gene,pituitary tumor-transforming 2,,"10744,ENSG00000250254,OTTHUMG00000160424,uc011bye.3,AF095288",9606
EIF1P3,Gene,eukaryotic translation initiation factor 1 pseudogene 3,,"730144,ENSG00000231684,OTTHUMG00000037404,,",9606
SUMO2P17,Gene,SUMO2 pseudogene 17,,"100128010,ENSG00000248278,OTTHUMG00000160509,,",9606
MTCO3P46,Gene,MT-CO3 pseudogene 46,,"107075293,ENSG00000235761,OTTHUMG00000040741,,",9606
KBTBD12,Gene,kelch repeat and BTB domain containing 12,BTB domain containing,"166348,ENSG00000187715,OTTHUMG00000150508,uc062nne.1,",9606
SEPHS1P2,Gene,selenophosphate synthetase 1 pseudogene 2,,"100420292,ENSG00000258787,OTTHUMG00000171794,,",9606
RPL31P33,Gene,ribosomal protein L31 pseudogene 33,,"442218,ENSG00000218049,OTTHUMG00000014877,,",9606
LINC02802,Gene,long intergenic non-protein coding RNA 2802,Long intergenic non-protein coding RNAs,"100996732,ENSG00000232527,,,",9606
PRKAR1A,Gene,protein kinase cAMP-dependent type I regulatory subunit alpha,,"5573,ENSG00000108946,OTTHUMG00000180128,uc002jhh.5,",9606
PRSS45P,Gene,"serine protease 45, pseudogene",Serine proteases,"377047,ENSG00000188086,OTTHUMG00000133480,uc062jau.1,",9606
MIR1199,Gene,microRNA 1199,MicroRNAs,"102466515,ENSG00000284081,,,",9606
LRRC7,Gene,leucine rich repeat containing 7,PDZ domain containing,"57554,ENSG00000033122,OTTHUMG00000059194,uc001dep.4,",9606
BPIFB2,Gene,BPI fold containing family B member 2,BPI fold containing,"80341,ENSG00000078898,OTTHUMG00000032232,uc002wyj.5,AF465765",9606
MIR6894,Gene,microRNA 6894,MicroRNAs,"102466759,ENSG00000277474,,,",9606
SLC10A6,Gene,solute carrier family 10 member 6,Solute carriers,"345274,ENSG00000145283,OTTHUMG00000130596,uc003hqd.2,AJ583502",9606
ZFHX4,Gene,zinc finger homeobox 4,ZF class homeoboxes and pseudogenes,"79776,ENSG00000091656,OTTHUMG00000164557,uc003yau.3,",9606
USP9YP20,Gene,USP9Y pseudogene 20,,"106480717,ENSG00000230854,OTTHUMG00000045263,,",9606
DMBX1,Gene,diencephalon/mesencephalon homeobox 1,PRD class homeoboxes and pseudogenes,"127343,ENSG00000197587,OTTHUMG00000007982,uc001cpw.4,AB037699",9606
RPL10,Gene,ribosomal protein L10,"""L ribosomal proteins|Small nucleolar RNA protein coding host genes""","6134,ENSG00000147403,OTTHUMG00000033189,uc033fbd.1,AB007170",9606
SNORA11G,Gene,"small nucleolar RNA, H/ACA box 11G","Small nucleolar RNAs, H/ACA box","109616961,ENSG00000221750,,,",9606
AK4,Gene,adenylate kinase 4,Adenylate kinases,"205,ENSG00000162433,OTTHUMG00000009033,uc001dby.3,AK025926",9606
C4orf33,Gene,chromosome 4 open reading frame 33,,"132321,ENSG00000151470,OTTHUMG00000133347,uc003igu.5,AK091022",9606
SLC4A8-AS1,Gene,SLC4A8 antisense RNA 1,Antisense RNAs,"107984508,ENSG00000271065,,,",9606
HNRNPDLP3,Gene,HNRNPDL pseudogene 3,,"106481662,ENSG00000236185,OTTHUMG00000154905,,",9606
PSMA5P1,Gene,PSMA5 pseudogene 1,,"117751738,ENSG00000235136,,,",9606
MTND2P22,Gene,MT-ND2 pseudogene 22,,"100873228,ENSG00000231954,OTTHUMG00000153770,,",9606
TRIAP1P1,Gene,TP53 regulated inhibitor of apoptosis 1 pseudogene 1,,"100289619,ENSG00000237956,OTTHUMG00000017859,,",9606
ZBTB2,Gene,zinc finger and BTB domain containing 2,"""Zinc fingers C2H2-type|BTB domain containing""","57621,ENSG00000181472,OTTHUMG00000015834,uc003qoh.4,BC020172",9606
TRK-TTT3-3,Gene,tRNA-Lys (anticodon TTT) 3-3,Cytoplasmic transfer RNAs,"100189234,,,,HG983935",9606
FER1L6-AS2,Gene,FER1L6 antisense RNA 2,Antisense RNAs,"157376,ENSG00000253868,OTTHUMG00000165000,uc003yqy.3,AK057332",9606
GLULP3,Gene,glutamate-ammonia ligase pseudogene 3,,"401708,ENSG00000254572,OTTHUMG00000166039,,",9606
MAMDC4,Gene,MAM domain containing 4,,"158056,ENSG00000177943,OTTHUMG00000020951,uc064xfc.1,AL834531",9606
OR52E3P,Gene,olfactory receptor family 52 subfamily E member 3 pseudogene,"Olfactory receptors, family 52","79533,ENSG00000226157,OTTHUMG00000066609,,",9606
OR51A10P,Gene,olfactory receptor family 51 subfamily A member 10 pseudogene,"Olfactory receptors, family 51","81295,ENSG00000230484,OTTHUMG00000066900,,",9606
PTK6,Gene,protein tyrosine kinase 6,"""SH2 domain containing|PTK6 family tyrosine kinases""","5753,ENSG00000101213,OTTHUMG00000033039,uc002yfg.5,U61412",9606
ADGRL3-AS1,Gene,ADGRL3 antisense RNA 1,Antisense RNAs,"101927186,ENSG00000248692,OTTHUMG00000160691,,",9606
FRA1E,Gene,"fragile site, aphidicolin type, common, fra(1)(p21.2)",,"2364,,,,",9606
LINC00472,Gene,long intergenic non-protein coding RNA 472,Long intergenic non-protein coding RNAs,"79940,ENSG00000233237,OTTHUMG00000015006,uc063pmi.1,",9606
RN7SL827P,Gene,"RNA, 7SL, cytoplasmic 827, pseudogene",,"106481762,ENSG00000271986,,uc063por.1,",9606
AARD,Gene,alanine and arginine rich domain containing protein,,"441376,ENSG00000205002,OTTHUMG00000164961,uc003yof.4,""AB181519|BC140924""",9606
PWWP2B,Gene,PWWP domain containing 2B,PWWP domain containing,"170394,ENSG00000171813,OTTHUMG00000019286,uc001lll.5,AK128663",9606
RNU6-39P,Gene,"RNA, U6 small nuclear 39, pseudogene",,"100873758,ENSG00000207072,,,",9606
TRAV27,Gene,T cell receptor alpha variable 27,T cell receptor alpha locus at 14q11.2,"28655,ENSG00000211809,OTTHUMG00000170656,uc058zej.1,AE000660",9606
MOB3C,Gene,MOB kinase activator 3C,MOB kinase activators,"148932,ENSG00000142961,OTTHUMG00000007989,uc001cqf.4,AK091808",9606
INCENP,Gene,inner centromere protein,Chromosomal passenger complex,"3619,ENSG00000149503,OTTHUMG00000167470,uc001nsx.2,AF282265",9606
SNORD103B,Gene,"small nucleolar RNA, C/D box 103B","Small nucleolar RNAs, C/D box","692235,,,,",9606
RNA5SP27,Gene,"RNA, 5S ribosomal pseudogene 27",,"100873359,ENSG00000200709,,uc058wvr.1,",9606
PAMR1,Gene,peptidase domain containing associated with muscle regeneration 1,Sushi domain containing,"25891,ENSG00000149090,OTTHUMG00000166328,uc031xjx.2,",9606
HLA-Y,Gene,"major histocompatibility complex, class I, Y (pseudogene)",Histocompatibility complex,"100127173,,,,""Y18651|AY344232|AY436316""",9606
RNU6-1019P,Gene,"RNA, U6 small nuclear 1019, pseudogene",,"106480015,ENSG00000201294,,,",9606
PCGF7P,Gene,polycomb group ring finger 7 pseudogene,"""Ring finger proteins|Polycomb group ring fingers""","253272,ENSG00000268140,OTTHUMG00000182931,,AC073539",9606
PLIN4,Gene,perilipin 4,Perilipins,"729359,ENSG00000167676,OTTHUMG00000167571,uc002mar.3,AB067468",9606
SCN3B,Gene,sodium voltage-gated channel beta subunit 3,"""V-set domain containing|Sodium voltage-gated channel beta subunits""","55800,ENSG00000166257,OTTHUMG00000166006,uc001pza.2,AJ243396",9606
GORASP2,Gene,golgi reassembly stacking protein 2,PDZ domain containing,"26003,ENSG00000115806,OTTHUMG00000154072,uc002ugk.4,",9606
ZNF735,Gene,zinc finger protein 735,Zinc fingers C2H2-type,"730291,ENSG00000223614,OTTHUMG00000156539,uc011kdn.3,",9606
RPS15AP23,Gene,ribosomal protein S15a pseudogene 23,,"100271558,,,,",9606
PGA4,Gene,pepsinogen A4,Pepsinogens,"643847,ENSG00000229183,OTTHUMG00000168073,uc001nqy.4,AP000437",9606
S100A11P2,Gene,S100A11 pseudogene 2,,"347701,ENSG00000236592,OTTHUMG00000155025,,",9606
LINC02506,Gene,long intergenic non-protein coding RNA 2506,Long intergenic non-protein coding RNAs,"102723828,ENSG00000251129,OTTHUMG00000160440,,",9606
TRPM4,Gene,transient receptor potential cation channel subfamily M member 4,Transient receptor potential cation channels,"54795,ENSG00000130529,OTTHUMG00000183184,uc002pmw.4,AK000048",9606
CD24P3,Gene,CD24 molecule pseudogene 3,,"937,,,,",9606
EMILIN1,Gene,elastin microfibril interfacer 1,"""EMI domain containing|C1q domain containing""","11117,ENSG00000138080,OTTHUMG00000097069,uc002rii.5,AF088916",9606
MTND4P26,Gene,MT-ND4 pseudogene 26,,"100873247,ENSG00000234065,OTTHUMG00000154456,,",9606
RNA5SP132,Gene,"RNA, 5S ribosomal pseudogene 132",,"100873401,ENSG00000201595,,uc032rnr.2,",9606
UQCRFS1P3,Gene,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 3",,"100130994,ENSG00000217314,OTTHUMG00000014328,,",9606
MTATP8P2,Gene,MT-ATP8 pseudogene 2,,"106479042,ENSG00000229604,OTTHUMG00000153275,,",9606
ABI2,Gene,abl interactor 2,SCAR/WAVE complex,"10152,ENSG00000138443,OTTHUMG00000132879,uc002uzz.5,AF260261",9606
DUSP5P2,Gene,dual specificity phosphatase 5 pseudogene 2,,"643459,ENSG00000235338,OTTHUMG00000155065,,",9606
OR51E2,Gene,olfactory receptor family 51 subfamily E member 2,"Olfactory receptors, family 51","81285,ENSG00000167332,OTTHUMG00000133362,uc001lzk.3,AY033942",9606
PPIAP76,Gene,peptidylprolyl isomerase A pseudogene 76,,"111082983,ENSG00000250484,OTTHUMG00000161295,,",9606
PRSS22,Gene,serine protease 22,Serine proteases,"64063,ENSG00000005001,OTTHUMG00000128961,uc002cry.1,AF321182",9606
LSM10,Gene,"LSM10, U7 small nuclear RNA associated",LSm proteins,"84967,ENSG00000181817,OTTHUMG00000008140,uc001cao.1,AF394685",9606
TUT7,Gene,terminal uridylyl transferase 7,"""Zinc fingers CCHC-type|Non-canonical poly(A) polymerases|Terminal nucleotidyltransferases""","79670,ENSG00000083223,OTTHUMG00000020137,uc004aoq.4,AL832026",9606
RNU7-196P,Gene,"RNA, U7 small nuclear 196 pseudogene",,"106479098,ENSG00000238913,,uc063enp.1,",9606
FGD1,Gene,"FYVE, RhoGEF and PH domain containing 1","""Zinc fingers FYVE-type|Pleckstrin homology domain containing|Dbl family Rho GEFs""","2245,ENSG00000102302,OTTHUMG00000021627,uc004dtg.3,U11690",9606
GFRA2,Gene,GDNF family receptor alpha 2,,"2675,ENSG00000168546,OTTHUMG00000163897,uc064kuz.1,AF002700",9606
EMP2,Gene,epithelial membrane protein 2,,"2013,ENSG00000213853,OTTHUMG00000129752,uc002czx.4,U52100",9606
DMD,Gene,dystrophin,"""Zinc fingers ZZ-type|MicroRNA protein coding host genes""","1756,ENSG00000198947,OTTHUMG00000021336,uc004dda.2,AF047505",9606
DXO,Gene,decapping exoribonuclease,,"1797,ENSG00000204348,OTTHUMG00000031272,,AF059252",9606
PODXL2,Gene,podocalyxin like 2,,"50512,ENSG00000114631,OTTHUMG00000159642,uc003ejq.4,AF219137",9606
OR5D16,Gene,olfactory receptor family 5 subfamily D member 16,"Olfactory receptors, family 5","390144,ENSG00000205029,OTTHUMG00000154233,uc010rio.2,AB065783",9606
RBP1,Gene,retinol binding protein 1,Fatty acid binding protein family,"5947,ENSG00000114115,OTTHUMG00000155751,uc003eti.2,",9606
PTPN22,Gene,protein tyrosine phosphatase non-receptor type 22,Protein tyrosine phosphatases non-receptor type,"26191,ENSG00000134242,OTTHUMG00000011936,uc001eds.4,AF001846",9606
HSPD1P1,Gene,heat shock protein family D (Hsp60) member 1 pseudogene 1,,"643300,ENSG00000213430,OTTHUMG00000161914,,",9606
SNORD103C,Gene,"small nucleolar RNA, C/D box 103C","Small nucleolar RNAs, C/D box","692200,,,,",9606
MINDY4B,Gene,MINDY family member 4B,MINDY deubiquitinases,"646951,ENSG00000214237,OTTHUMG00000159843,,",9606
EHMT1,Gene,euchromatic histone lysine methyltransferase 1,"""Ankyrin repeat domain containing|Lysine methyltransferases|SET domain containing""","79813,ENSG00000181090,OTTHUMG00000020995,uc011mfc.3,AY083210",9606
OR7E62P,Gene,olfactory receptor family 7 subfamily E member 62 pseudogene,"Olfactory receptors, family 7","26479,ENSG00000234896,OTTHUMG00000154168,,U86259",9606
RPS11P4,Gene,ribosomal protein S11 pseudogene 4,,"100271052,,,,",9606
ERV3-1,Gene,"endogenous retrovirus group 3 member 1, envelope",Envelope ERV derived genes,"2086,ENSG00000213462,OTTHUMG00000165023,uc011kdr.3,AK295189",9606
ACSL5,Gene,acyl-CoA synthetase long chain family member 5,Acyl-CoA synthetase family,"51703,ENSG00000197142,OTTHUMG00000019060,uc001kzs.4,AB033899",9606
LINC01289,Gene,long intergenic non-protein coding RNA 1289,Long intergenic non-protein coding RNAs,"286184,ENSG00000253734,OTTHUMG00000164399,,BC037345",9606
PITPNM2-AS1,Gene,PITPNM2 antisense RNA 1,Antisense RNAs,"100507091,ENSG00000251497,OTTHUMG00000168847,,",9606
